sentence,true_label
Examination of individual polyhedral environments indicates that more regular octahedra are generated within the unit cell at the expense of increasingly distorted and flattened tetrahedra.,contradiction
"These combined factors act to increase the energy barriers for migration along all available pathways, changing the energy landscape of Ba3MoNbO8.5. Moreover, we show that there is likely a critical value of σR, and Ba3MNbO8.5 materials with values below 0.07 Å will lack the E2 relaxation energy associated with the distortion of MOx polyhedra.",contradiction
The crossover in E1 energy demonstrates that the absence of this relaxation energy has a significant effect on the two-dimensional transport.,contradiction
This is a key feature within the energy landscape of the Ba3M′M′′O8.5 family and will be an important consideration for the future synthesis of materials.,contradiction
"The combination of an unfavourable polyhedral ratio, the overall reduction in distorted environments and the compression of the unit cell volume all act to drive up the energy barriers to migration of the oxide ions within the plane and along c.",contradiction
These findings indicate that pressure will most likely suppress ionic transport within the Ba3M′M′′O8.5 family.,contradiction
"Previous studies indicate considerable water uptake within the Ba–O(2)–O(3) layers which effects the disordered distribution of oxygen and, therefore, the conductivity response.  ",contradiction
The low bulk modulus also explains why such facile structural transformations are enabled with both pressure and temperature.,contradiction
Most of the calculation results are for the composition having the atomic ratio of Zn : Sn : O = 1 : 1 : 3.,contradiction
"This is referred to as the ZTO113 composition, which is different from ZTO113, denoting the ZnSnO3 phase.",contradiction
"Some results will also be described for the composition having the atomic ratio of Zn : Sn : O = 2 : 1 : 4, which will be referred to as the ZTO214 composition.",contradiction
"For ZTO113, two phases were examined: the lithium niobate phase (R3c, space group 161; LN-ZTO113) and the ilmenite phase (R[3 with combining macron], space group 148; IL-ZTO113).",contradiction
"They have rhombohedral primitive cells;38 however, hexagonal unit cells were used in the ab initio calculations for convenience.",contradiction
"In the hexagonal cell, Zn, Sn and a vacancy occupy the octahedral sites in distinctive ways.",contradiction
"In IL-ZTO113, a plane normal to the 〈0001〉 direction is occupied by one cation species or a vacancy, whereas it is occupied by the mixture of Zn, Sn and vacancies in LN-ZTO113.",contradiction
"The stable phase of ZTO214 was reported to be an inverse spinel.12–15 If all of the octahedral sites are treated as symmetrically identical due to cation disordering, it is called a disordered inverse spinel ZTO214 (DIS-ZTO214), which belongs to the space group Fd[3 with combining macron]m as the normal spinel.15 However, on the atomic scale, the occupancy of octahedral sites by two different metal elements might lower the symmetry of the structure, which is called an ordered inverse spinel ZTO214 (OIS-ZTO214).",contradiction
"For OIS-ZTO214, three configurations were investigated: a tetragonal phase (P4122, space group 91; tetra-ZTO214),15 an orthorhombic phase (Imma, space group 74; ortho-ZTO214)22 and a monoclinic phase (P1, space group 1; mono-ZTO214).",contradiction
"Other unit cells, belonging to the space groups P[4 with combining macron]m2 and Cm, were found to change into ortho-ZTO214 via relaxation of the shape and volume of the cells.",contradiction
"Meanwhile, the volume, energy, and the vibrational properties of DIS-ZTO214 were obtained by averaging over eight different OIS-ZTO214 cells.",contradiction
"Six of them were constructed by generating random numbers to have different fillings of the octahedral sites by Zn and Sn, where each individual structure was a mono-ZTO214.",contradiction
Tetra-ZTO214 and ortho-ZTO214 were also included as samples to obtain the average properties of the DIS-ZTO214.,contradiction
"Note that tetra-ZTO214 was calculated to have the lowest energy,15 and this was also confirmed by this calculation.",contradiction
"The primitive cell of each phase was defined in comparison with the conventional unit cell of the cubic spinel, as shown in Fig. 3.",contradiction
"Tables 2 and 3 show the volume of the unit cell and the bulk modulus for each phase from the LDA and GGA calculations, respectively.",contradiction
They also show the comparison with experimental values and some previous calculation results.,contradiction
ZnO in the wurtzite structure and SnO2 in the rutile structure were also calculated as references.,contradiction
"The volumes and bulk moduli were obtained from the BM-EOSs.29 The difference between the energy obtained using the relaxed volume and that obtained using the volume fitted to the EOS was negligible, below 1 meV f.u.−1.",contradiction
"The calculated volumes of the optimized cells agree well with the experimental data, to within an error of 5%.",contradiction
"The volumes obtained from the LDA calculations are slightly smaller and those obtained from the GGA calculations are slightly larger than the experimental values, as observed for many other materials.25 The volumes from the LDA calculations were closer to the experimental data than those from the GGA calculations.",contradiction
"To the best of the authors' knowledge, the bulk moduli of the ternary oxides of ZTO have scarcely been reported experimentally, making the verification of the calculation results by comparing them with experimental results improbable.",contradiction
"In order to verify the validity of the calculation of the bulk moduli, therefore, the calculated bulk moduli of the binary oxides, ZnO and SnO2, were compared with experimental data.",contradiction
"The bulk moduli from the LDA calculations were close to the experimental values, however, those from the GGA calculations were quite a bit lower than the experimental values.",contradiction
"The bulk moduli of the three OIS-ZTO214 phases and DIS-ZTO214 are similar regardless of the space group, i.e., regardless of the configuration of the octahedral sites within the same exchange-correlation functionals.",contradiction
"In contrast, the LN-ZTO113 phase shows a slightly higher bulk modulus than the IL-ZTO113 phase.",contradiction
The elastic and thermodynamic properties of tetragonal Be12Ti under high temperature and pressure are investigated by first-principles calculations based on pseudopotential plane-wave density functional theory (DFT) within the generalized gradient approximation (GGA) and quasi-harmonic approximation (QHA).,contradiction
The calculated lattice parameters and bulk modulus are in good agreement with the available experimental data.,contradiction
"The calculated elastic constants of Be12Ti increase monotonously with increasing pressure, and the elastic stability criterion and the phonon dispersion calculation show that the Be12Ti crystal satisfies the mechanical and dynamic stability under applied pressure (0–100 GPa).",contradiction
"The related mechanical properties such as bulk modulus (B), shear modulus (G), Young's modulus (E), and Poisson's ratio (ν) are also studied for polycrystalline of Be12Ti; the calculated B/G value shows that Be12Ti behaves in a brittle manner, and higher pressure can significantly improve the brittleness of Be12Ti.",contradiction
The elastic anisotropy is demonstrated by the elastic anisotropy factors.,contradiction
The direction-dependent Young's modulus and bulk modulus of Be12Ti are dealt with in detail under pressure from 0 GPa to 100 GPa.,contradiction
"The pressure and temperature dependencies of the relative volume, the bulk modulus, the elastic constants, the heat capacity and the thermal expansion coefficient, as well as the entropy are obtained and discussed using the quasi-harmonic approximation in the ranges of temperature 0–1600 K and pressure 0–100 GPa.",contradiction
"The crystal structure of Be12Ti in this study belongs to the tetragonal with space group I4/mmm,35 in its unit cell, the Be atoms occupy Wyckoff position 8f (0.25, 0.25, 0.25), 8i (0.35, 0, 0), 8j (0.28, 0.5, 0) and Ti atoms occupy 2a (0, 0, 0), respectively (see Fig. 1).",contradiction
"In order to determine the equilibrium structure of Be12Ti, we first carried out the structural optimization calculation under different pressure (pressure range of 0–100 GPa), obtained the corresponding energy E and volume V.",contradiction
"Then, fitted above the E and V to the Birch–Murnaghan equation of state (EOS)29 to get the bulk modulus (B0) and its pressure derivative at 0 K and 0 GPa.",contradiction
"Fitted energy E – volume V relations of Be12Ti are shown in Fig. 2, and the fitting results of the bulk B0 and its derivative and equilibrium lattice constants are given in Table 1.",contradiction
"It can be seen from Table 1 that the calculated lattice constants (a and c) and bulk modulus (B0) are very close to the previous experimental data35,36 even the experimental values were obtained in the 273 K environment, while pressure derivative has not yet been compared with the experimental data.",contradiction
"Nevertheless, this work is a significant attempt to predict the characteristics of tetragonal Be12Ti alloys.",contradiction
It can provide reference data for further research on the properties of Be12Ti alloy.,contradiction
"Usually, the pressure can deform the material and even cause the phase transition of the material.",contradiction
"But for different materials, the effect of pressure on the structure parameters is different.",contradiction
"For tetragonal Be12Ti, there are differences in lattice constants and volume changes (a/a0, c/c0, V/V0) under external pressure.",contradiction
"Fig. 3 shows the variation of a/a0, c/c0, and V/V0 with pressure in the range of 0 to 100 GPa, where a0, c0 and V0 denote the equilibrium structural parameters and cell volume at T = 0 K and P = 0 GPa, respectively.",contradiction
"It can be seen that with increasing pressure, the equilibrium ratios a/a0, c/c0 and V/V0 decrease smoothly, but V/V0 decrease quickly than c/c0 and a/a0, and c/c0 decreases slightly faster than a/a0, indicating that the compression along the a-axis is slightly smaller than that along the c-axis.",contradiction
This suggests that the lattice constant c is more sensitive to external pressure than a.,contradiction
"Nevertheless, change value of the a/c is not large and it remains almost constant in the range of pressure from 0 to 100 GPa.",contradiction
"The elastic property is important parameter which is related to many physical properties of the solid materials, including specific heat, Debye temperature, thermal expansion, Grüneisen parameter and melting point.",contradiction
Some mechanical properties and dynamical behaviors of the materials can be obtained by its elastic constants.,contradiction
"For tetragonal Be12Ti, there are six independent elastic constants C11, C12, C13, C33, C44 and C66.",contradiction
"In the Fig. 4(a) and (b), we presented the elastic constants and its increasing rate with pressure of Be12Ti under various pressures.",contradiction
"From Fig. 4(a), we can see that all elastic constants increase with applied pressure up to 100 GPa for Be12Ti.",contradiction
"The increasing rate of each elastic constant with pressure is derived from the slope of the corresponding linear fitted curve, as shown in Fig. 4(b).",contradiction
"Among them, the variation of C11 is the most sensitive at 4.62, while C13 has the least increasing rate at 0.67.",contradiction
"According to calculated elastic constants and mentioned formulas in ref. 34, we have calculated the mechanical properties of Be12Ti under various pressure, such as bulk modulus B, shear modulus G, Young's modulus E, and Poisson's ration ν, which are listed with other theoretical data in Table 2.",contradiction
It indicates that our calculations are reliable and calculation method is correct.,contradiction
It is obvious from Table 2 that the Voigt–Reuss–Hill approximations bulk modulus BH (114.27 GPa) at 0 GPa is very close to the value B0 (121.0 GPa) obtained with above Birch–Murnaghan EOS31 and experimental data. ,entailment
"On the other hand, the bulk modulus B and shear modulus G can represent the resistance to volume change and shape change, respectively.",contradiction
The Young's modulus is related to the stiffness of materials.,contradiction
"From Table 2, we also found that the bulk modulus B and shear modulus G and Young's modulus E increase with growing pressures till 40 GPa, indicating that the increase of resistance ability to volume and shape, and the stiffness of Be12Ti is getting harder and harder, and the Be12Ti becomes more and more difficult to compress as pressure increases.",contradiction
"At the same time the value of B is greater than G, implies the principal parameter limiting the stability of tetragonal Be12Ti is the shear modulus.37 For a tetragonal crystal, the traditional mechanical stability conditions under isotropic pressure are given by the following equations:38
[C with combining tilde]11 > 0, [C with combining tilde]33 > 0, [C with combining tilde]44 > 0, [C with combining tilde]66 > 0, [C with combining tilde]11 − [C with combining tilde]12 > 0, ([C with combining tilde]33 + [C with combining tilde]11 − 2[C with combining tilde]13) > 0, (2[C with combining tilde]11 + 2[C with combining tilde]12 + [C with combining tilde]33 + 4[C with combining tilde]13) > 0	(3)where [C with combining tilde]αα = Cαα − P (a = 1, 3, 4, 6), [C with combining tilde]12 = C12 + P, [C with combining tilde]13 = C13 + P.",contradiction
"It is evident that from calculated results the elastic constants of Be12Ti satisfy all of these conditions above at pressure up to 100 GPa, which indicates that tetragonal structure Be12Ti under applies pressure is elastic stable.",contradiction
"In order to determine the dynamic stability under the pressure considered, we also calculate the phonon dispersion based on linear response (DFPT) for the 2 × 2 × 2 supercell with 104 atoms at 0, 20, 40, 60 GPa and 100 GP in Fig. 5 where no imaginary frequencies in the whole Brillouin zone of Be12Ti and do not show any anomaly for all the phonon modes, confirming that Be12Ti with tetragonal structure is at least stable dynamically up to 100 GPa.",contradiction
"Meanwhile, we found that the acoustic and optical modes become more compact and frequency range increase as the pressure increasing, when the pressure reaches 100 GPa, the phonon spectrum intervals between acoustic and optical modes have disappeared.",contradiction
Poisson's ratio ν can be used to estimate the ductility and brittleness of the materials.,contradiction
"As for Be12Ti, its Poisson's ratio value has been listed in Table 2, we can see that from Table 2 all Poisson's ratio values are less than 1/3 under applied pressure, which means that the Be12Ti is brittle in nature.39 Meanwhile, according to the Pugh's criterion,41 the ratio of the bulk modulus to the shear modules B/G can be used to predict the whether a material will behave in a brittle or ductile manner.",contradiction
"A high B/G ratio is associated with ductility, whereas a low value corresponds to a brittle material, the critical value between them is around 1.75.40 If B/G is less than 1.75, then brittle behavior is predicted; otherwise, the material behaves in a ductile manner.",contradiction
"In this study, calculated B/G values for tetragonal Be12Ti as a function of pressure are shown in Table 2 and Fig. 6.",contradiction
"It is noted that the value of B/G is 0.90 at 0 K and 0 GPa, showing that tetragonal Be12Ti has a brittle nature under these conditions.",contradiction
"When applied pressure increases from 0 GPa to 100 GPa, B/G monotonously increases from 0.90 to 1.09, which is always remaining smaller than 1.75.",contradiction
This trend is markedly different from ref. 17.,contradiction
"This indicates that Be12Ti will also behave in a brittle manner at pressure up to 100 GPa, but it has a tendency towards the development of ductility, indicating that the external pressure can improve the brittleness of tetragonal Be12Ti alloys.",contradiction
Anisotropic behavior has an important implication in engineering science as well as crystal physics since it is highly related with the possibility to induce microcracks in materials.,contradiction
"By means of elastic anisotropy, we can know more information about the material.",contradiction
"Such as phase transformation, precipitation, dislocation dynamics, and microcracks formation i.e.41 Usually, the elastic anisotropy can be represented by three elastic factors, which are shear anisotropic factors (A1, A2 and A3) of different crystallographic planes and universal anisotropic index (AU) and the percentage of anisotropy in compression and shear (AB and AG).",contradiction
"In this work, we have calculated above three type anisotropy of tetragonal Be12Ti under applied pressure and listed in Table 3, the detail calculation equations as follows42,43 where the A1, A2, A3 are shear anisotropic factor for the (001) and (010) and (100) shear planes, respectively.",contradiction
"The BV, BR, GV, and GR stand for the Voigt and Reuss approximation for bulk modulus (B) and shear modulus (G), respectively.",contradiction
"For isotropic structural materials, the factors A1, A2 and A3 should be equated to one, the value of the AU is also zero, while any deviations from one or zero means the degree of elastic anisotropy of the crystal.",contradiction
"The maximum value of AB and AG is 100% and the minimum is zero, the zero value means isotropy, while 100% represent maximum anisotropy.",contradiction
"From Table 3, one can see clearly that A1 and A2 are smaller than one, when the applied pressure increases, the A1 and A2 only have slightly changed than that value at zero pressure.",contradiction
"For AU, it is seen that Be12Ti have the small degree of universal elastic anisotropic behavior, which means Be12Ti is slightly anisotropic, and that characteristics are enhanced gradually with the increasing pressure.",contradiction
"As for percentage of anisotropy AB and AG, it is found that as the pressure increases, the anisotropy of AB almost keep constant, whereas the shear modulus anisotropy AG increases gently indicating that tetragonal Be12Ti is more anisotropy in shear than in compressibility.",contradiction
"Meanwhile, the calculated value of AG is larger that AB under different pressure, also implying that the shear modulus shows stronger directional dependence than bulk modulus.",contradiction
"Actually, the anisotropy of material also can be revealed by three dimensional curved surfaces of Young's and Bulk modulus on crystallographic directions.",contradiction
"The three-dimensional surface of the Young's and Bulk modulus for Be12Ti with tetragonal structure at 0 GPa and 40 GPa is shown in Fig. 7 and 8, respectively.",entailment
"For a tetragonal structure Be12Ti, the direction dependent of Young's modulus (E) and Bulk modulus (B) is defined as follows: where Sij are the elastic compliance constants, and l1, l2 and l3 are the directional cosines to the X, Y and Z axes under spherical coordinates, respectively. ",contradiction
"From Fig. 7 and 8, we can see that the distances between the origin of coordinate and the 3D surface are not same in any direction, and the Young's and Bulk modulus have small changes under high pressure, implies that as increasing of pressure from 0 GPa to 40 GPa, the elastic anisotropy of Be12Ti becomes not more obvious.",contradiction
"In addition, we have presented the two-dimensional projections of Young's modulus and bulk modulus on different crystallography planes at 0 GPa and 40 GPa in Fig. 7 and 8, which are consistent with the above conclusions in three-dimensional space.",entailment
"We have used the quasi-harmonic approximation (QHA) to investigate the thermodynamic properties of tetragonal Be12Ti in the temperature range 0–1600 K and pressure range 0–100 GPa, which has been successfully applied to several materials,45–47 the detail calculation method are presented in ref. 46 and are not described here.",contradiction
"To obtain the equilibrium volume and bulk modulus of Be12Ti at different temperature, we have calculated the Helmholtz free energy F(V, T) dependence of the volume V, the equilibrium volume and the bulk modulus are obtained by above the formula (1) Birch–Murnaghan EOS.",contradiction
"They are shown in Fig. 9 and 10, respectively.",contradiction
"From Fig. 9, we can see that the free energy value decreases gradually and its change range in the same temperature interval (such as 200 K) enhances as increase of temperature.",contradiction
If we connected the minimum values of free energy using one line we can obviously find that the equilibrium volume of Be12Ti expands with the increasing of temperature.,contradiction
"Also, clearly, the bulk modulus decreases with the increase of temperature from 0 K to 1600 K, and when the temperature is near 270 K, the calculated result of bulk modulus are close to the experimental data.",contradiction
"The investigation on the heat capacity of crystal is an old topic of the condensed matter physics,48 because as one variation of the thermal properties, the heat capacity of a substance not only provides essential insight into its vibrational properties but is also mandatory for many applications.",contradiction
"According to the laws of thermodynamics, there are two kinds of heat capacities in a material, namely heat capacity at constant volume Cv and heat capacity at constant pressure CP, the Cv and CP can be calculated from ref. 46.",contradiction
Fig. 11 shows the variation of Cv and CP with temperature at 0 GPa.,contradiction
"One can easily see that Cv and CP increases with the increase of temperature, and when temperature lower that 300 K, they are almost equal, while the temperature is higher than 300 K, Cp is always larger than Cv, but the discrepancy between them becomes significant as the temperature enhances.",contradiction
"Meanwhile, the constant volume Cv at various pressure is calculated and displayed in Fig. 12.",contradiction
It is obvious that the Cv at different pressure has a similar trend if compared with the Cv at 0 GPa.,contradiction
That is while T < 400 K Cv increases rapidly with temperature at a given pressure and decreases with increasing pressure at a given temperature.,contradiction
"Namely, the variation of Cv is dependent on both temperature and pressure at low temperature.",contradiction
"At the same time at sufficiently low temperatures (T < 400 K), Cv is approximately proportional to T3.49 However, the anharmonic effect on Cv is suppressed at higher temperature, the heat capacity Cv approaches to a constant Dulong–Petit limit 3nNAKB (≈324.53 J mol−1 K−1),33 where n = 13 is number of atoms for Be12Ti unit cell, NA is the Avogadro number and KB is the Boltzmann's constant.",contradiction
"At intermediate temperatures, the temperature dependence of Cv is governed by the details of vibrations of the atoms.",contradiction
It indicates that the atomic interaction occurs at low temperature in Be12Ti alloys.,contradiction
"The effects of temperature on heat capacity are more significant than that of the pressure for Be12Ti, and the Cv is more sensitive to the temperature than that of the pressure.",contradiction
"Here, we also plotted the change of entropy with temperature at various pressure in Fig. 13 for Be12Ti.",contradiction
It can be seen that the entropy increase quickly as increasing temperature and decreases with increasing of pressure.,contradiction
"It's consistent with common sense, because the entropy of a crystal is generated by lattice vibrations and electronic excitation, and as the temperature goes up, the lattice vibrations of the crystal increases and the electrons are more likely to be excited.",contradiction
The dependence of the thermal expansion α with temperature T and pressure P is illustrated in Fig. 14.,contradiction
"It is similar to the heat capacity, when the temperature T is below 400 K, α rises sharply with temperature, the propensity of increment becomes gently and gradually approaches to a liner increase at high temperature.",contradiction
"For comparison, the experimental values of thermal expansion for tetragonal Be12Ti from ref. 50 are also presented in Fig. 14.",contradiction
The comparison demonstrates that our calculated results are in excellent agreement with the experimental data in the temperature range 300–800 K.,contradiction
This further indicates that the above calculation method and model for tetragonal Be12Ti are reliable and effective.,contradiction
"Unfortunately, the experimental data are only in the range of 300–800 K, and more experimental values under high temperature are expected to be compared in the future.",contradiction
"In this work, the structure, elastic anisotropy and thermodynamic properties of tetragonal Be12Ti at different temperature and pressure are investigated using the pseudo-potential plane-wave method in combination with the quasi-harmonic approximation.",contradiction
The calculated equilibrium structure parameters and bulk modulus are good agreement with the available experimental data and other theoretical results.,contradiction
"The calculated elastic constants Cij and interrelated quantities G, E, ν show that Be12Ti alloy possesses brittle nature at ambient conditions and Be12Ti exhibits no pronounced elastic anisotropy by the 3D surface of Young's modulus.",contradiction
"The higher the temperature, cell compression for Be12Ti at a given pressure is more difficult.",contradiction
"Phonon dispersions has been carried out, shows that the Be12Ti crystal is dynamic stability up to 100 GPa.",contradiction
"Under the QHA method, the thermodynamic properties of Be12Ti are obtained successfully.",contradiction
The pressure and temperature dependence of heat capacity and thermal expansion are also predicted in the pressure ranges of 0–100 GPa and temperature range of 0–1600 K.,contradiction
Heat capacity Cv of different pressure is found to increase with temperature and close to the Dulong–Petit limit at high temperatures.,contradiction
"Furthermore, thermal expansion α enhances with temperature but the variety tendency get slower at high temperature, and they are in excellent agreement with experimental data.",contradiction
"U3Si2 belonging to the p4/mm space group as a typical tetragonal crystal system at 0 K contains ten atoms in each primitive unit cell, as shown in Fig. 1.",contradiction
The PBE and PBE+U methods were used when optimizing the original structure.,contradiction
"The results shown in previous literatures35,36 are also listed in Table 1 for reference.",contradiction
"As shown in Table 1, the lattice constant a (a = b) is 7.24 Å, the value of c is 3.90 Å, and the volume is 204.43 Å3 for primitive U3Si2 by using the method of PBE, which have obvious deviations from the previous experimental and calculated results.",contradiction
"When using the PBE+U method to optimize the original U3Si2, the calculation results show that the lattice constant a and c reach 7.39 Å and 3.95 Å, respectively; and the volume is 215.72 Å3.",contradiction
"The structural parameters calculated by the PBE+U method are closer to the experimental and calculated values, which proves that the calculation method of PBE+U is effective.",contradiction
"Further, the non-spin polarized (non-SP) DFT + U calculations have also been performed to make comparisons with spin polarized (SP) calculations; and the results are listed in Table 1.",contradiction
It can be seen that the results obtained from the spin polarized DFT + U are consistent with the reported experimental results.,contradiction
"Therefore, in the following calculations, the PBE+U method is adopted and U = 2.0 with spin polarized (where the magnetic moments for U, Si and Al atoms are 2.46 μB per atom, −0.025 μB per atom, and −0.20 μB per atom, respectively) is chosen as the calculation parameter.",contradiction
"One Al atom substitutes U or Si positions of U3Si2 and the three resulting structures named sub-U2.5Si2Al0.5(I), sub-U2.5Si2Al0.5(II) and sub-U3Si1.5Al0.5 are shown in Fig. 2(a)–(c).",contradiction
"The three configurations that one Al atom staying in three different interstitial sites of U3Si2 are shown in Fig. 2(d)–(f), which are named int-U3Si2Al0.5(I), int-U3Si2Al0.5(II) and int-U3Si2Al0.5(III).",contradiction
These six defect positions shown in Fig. 2 are based on the optimized structure of the initial unit cell of U3Si2.,contradiction
"For a crystal structure with dynamic stability determined by phonons, the value of its phonon dispersion curve must be a real number.31 By calculating the phonon dispersion curves, two stable structures are obtained.",contradiction
"Fig. 3(a) and Fig. 3(b) are the phonon dispersion curves of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I), respectively.",contradiction
The phonon dispersion curves of the remaining four are unstable structures due to the appearance of obvious imaginary frequency.,contradiction
"As shown in Fig. 3, for sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I), these phonon dispersion curves without imaginary frequency.",contradiction
"In order to further determine the dynamic stability of the two structures, the corresponding phonon density of states is also calculated in Fig. 3.",contradiction
"The phonon density of states is shown in Fig. 3 without imaginary frequency, implying that the optimized structure of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are dynamically stable.",contradiction
"In the following calculations, these two stable structures are used as research target structures.",contradiction
"For nuclear fuels, the mechanical anisotropy might cause cracks under the actions of applied stress.",contradiction
"In this section, the toughness of the material is firstly estimated through bulk modulus (B) and shear modulus (G), where B can reflect the incompressibility of the material, and the G can estimate the degree of deformation caused by shear force.",contradiction
The mechanical anisotropy of the material is then evaluated through the three-position Young's modulus diagram and Au.,contradiction
"The B and G of U3Si2, U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are calculated in this work, as shown in Table 2, where U3Si2 bulk modulus and shear modulus are 87.69 GPa and 65.37 GPa, which are basically consistent with the calculation results of Wang et al.12 and Chattaraj et al.37 In comparison, both of the B and G values for sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are lower than the values of U3Si2 to a certain extent, indicating that their incompressibility and deformation resistance are weaker than U3Si2.",entailment
As proposed by Pugh et al.38 the ductility of a material can be defined through the value of B/G; and 1.75 is specified as a critical value.,contradiction
"The materials with their values below 1.75 are treated as brittle, while the ones with values above 1.75 are treated as ductile.",contradiction
"The data in Table 2 show that U3Si2, sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are all brittle materials, but the B/G values of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) after alloying are significant increase and very close to 1.75.",contradiction
"Therefore, we can understand that alloying could improve the toughness of the material.",contradiction
"In addition, Poisson's ratio is also calculated using the following eqn (2): According to Frantsevich's theory, the value of σ could also be used as a criterion for judging whether the material has ductility, and 0.26 is defined as the critical value.39 The calculation results of U3Si2, sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) σ are shown in Table 2.",contradiction
"The σ values of the three compounds are all less than or equal to 0.26, indicating that they are all brittle materials.",contradiction
"However, sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) have a significant increase compared with U3Si2, which is consistence to the conclusion of B/G.",contradiction
"The anisotropy of elasticity could be characterized by anisotropy index Au, which was proposed by Ranganathan and Ostoja-Starzewski40 and is derived by eqn (3): where Au = 0 indicates isotropic for a structure, and the degree of anisotropy is determined based on the deviation from 0.",contradiction
"Next, the three optimized compound crystal structures are taken into consideration, among which U3Si2 belongs to the tetragonal structure, while both of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) belong to the orthogonal structure.",contradiction
"For orthorhombic crystals, the corresponding BV and BR are the bulk modulus; GV and GR are the shear modulus can be calculated by eqn (4)–(7):41 For the tetragonal structure, the same variables from shear modulus, as well as the variables from bulk modulus can be calculated by eqn (8)–(11):42,43 Sij is the elastic compliance constant, and Cij is the elastic constant.",contradiction
"From the Au value in Table 2, it can be concluded that U3Si2 has the lowest anisotropy is, followed by sub-U3Si1.5Al0.5, and finally sub-U2.5Si2Al0.5(I).",contradiction
"Next, the three-dimensional Young's modulus diagram is used to visually explore the anisotropy of elasticity.",contradiction
"For tetragonal and orthogonal structures, the three-dimensional Young's modulus is expressed using eqn (12) and (13):44,45 The isotropic materials would display a three-dimensional spherical structure; otherwise, the solid material is anisotropic one.",contradiction
"The larger the deviation to spherical structure, the higher the anisotropy.",contradiction
Fig. 4 shows the three-dimensional Young's modulus calculated from the above formula.,contradiction
"The curved surface for U3Si2 is close to a circle, and its Au value is 0.13; while the Au values of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are 0.32 and 1.27 respectively, indicating that U3Si2 has the strongest isotropy, followed by sub-U3Si1.5Al0.5, and the most anisotropy belongs to sub-U2.5Si2Al0.5(I).",contradiction
"In order to further study the anisotropy of elasticity, 2D plane projections along the directions of [100], [010] and [001] have also been added into Fig. 4.",contradiction
"For U3Si2, the maximum Young's modulus is 150 GPa, while sub-U3Si1.5Al0.5 is 130Gpa, and sub-U2.5Si2Al0.5(I) is 110 GPa.",contradiction
"Therefore, it can be concluded that the sub-U3Si1.5Al0.5 still maintains high isotropy, and the Young's modulus of the structure does not change much, while the sub-U2.5Si2Al0.5(I) shows out of the strong anisotropy, the Young's modulus decreases significantly.",contradiction
The conclusions are consistent with the result determined by the Au value.,contradiction
"The thermal conductivity is an important property of nuclear fuel, since it determines the surface and centerline temperature of nuclear fuel during operation, as well as its maximum allowable direct heating rate.",contradiction
Phonons play an important role in dynamic behavior and thermal properties.,contradiction
The thermal conductivity of U3Si2 mainly comes from the contribution of phonons and electrons due to its metallic nature.,contradiction
"In this section, we employ first-principle calculations to derive the phonon–phonon interaction strength.",contradiction
"By solving the linearized Boltzmann transport equation, the lattice thermal conductivity in different directions can be accurately calculated; where the electronic transport properties are approximated with the relaxation time Ï„ = 0.68 Ã— 10âˆ’14 s evaluated using Ï at 300 K obtained from experiments.46 The anisotropic lattice thermal conductivity of U3Si2, sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) is calculated, as shown in Fig. 5(aâ€“c), the inset is the curve of Kzz/Kxx with temperature.",contradiction
It is worth noting that smaller values of Kl in the x- and z-directions have recently been reported in ref. 47 with the consideration of the occupation matrix control (OMC).,contradiction
"In comparison, the results obtained within this work using VASP with the consideration of the U ramping method; and this is known as a source of discrepancies in DFT + U calculations.",contradiction
"As shown in the Fig. 5(a–c), as the temperature increases, the lattice thermal conductivity of the three compounds decreases drastically until it becomes flat.",contradiction
This is because the scattering between phonons and phonons strengthens with the increase of temperature.,contradiction
It can be seen from the illustration that the Kzz/Kxx of U3Si2 is 1.3 at 50 K.,contradiction
"As the temperature increases, it rises to a saturation value of 1.65 at about 300 K, and then gradually stabilizes.",contradiction
The general trends of sub-U3Si1.5Al0.5 and sub-U2.5Si2Al0.5(I) are similar to those of U3Si2.,contradiction
"The same, but the saturation value is different, the former is 2.95 and the latter is 10.5. Therefore, we understand that through alloying, the lattice thermal conductivity still maintains a high isotropy as the temperature increases.",contradiction
"This isotope of the thermal conductivity of the phonon is caused by the dispersion phase space and the similar group velocities in different directions.48Fig. 5(d) shows the calculated electronic thermal conductivity (Ke/τ), U3Si2, sub-U3Si1.5Al0.5and sub-U2.5Si2Al0.5(I); and it can be seen from the figure that the electronic thermal conductivity of the three compounds all increase linearly with the increase of temperature.",contradiction
