sentence1,true_label
A combination of ?/? scans was used with 1ø step scan and 60s exposure time.,contradiction
"The diffraction pattern was found to be metrically orthorhombic with lattice parameters: a =10.0875(6)A?, b= 9.7718(5)A?, c =10.1381(6)A? and V =999.3(1)A?3.",contradiction
"Systematic absences were compatible with the space group Pmnb, as reported by Gatta et al. [6] (Table 1 ).",contradiction
No evidence of twinning was found.,contradiction
Intensity data were integrated and corrected for Lorenz-polarization (Lp) effects using the CrysAlis package [36]; the crystal absorption was found to be not significant.,contradiction
"The structure refinement was performed with the SHELX-97 program [37], starting from the atomic coordinates reported by Gatta et al. [6] and assuming a hydrogen-free model.",contradiction
"Neutral atomic scattering factors of Na, Ca, Si, Al and O were taken from the International Tables of Crystallography [38].",contradiction
"The same extraframework population distribution as that observed by Gatta et al. [6] was found, with: two sites partially occupied by Na (NA) and Ca (CA), respectively, and five sites partially occupied by H2O (i.e. W1A-W1B, W2, W3A-W3B; W1A-W1B and W3A-W3B being mutually exclusive) (Fig. 4 and Table 2 ).",contradiction
"In the last cycles of refinement, all the sites were refined anisotropically, except for the CA and W3B sites, because of the high correlation due to their proximity.",contradiction
"In addition, a mixed Si/Al scattering curve for the tetrahedral sites did not improve the figure of merit of the refinement than that performed with the scattering curve of Si alone.",contradiction
The refinement converged with an agreement factor R 1 = 8.19% for 1413 reflections with F o? 4 ?(F o) and 101 refined parameters.,contradiction
"Highest residual peaks in the difference-Fourier maps of the electron density were +0.89/?0.67 e? /A?3, with no significant correlations in the variance?covariance matrix.",contradiction
Further details on the data collection strategy and structure refinement are in Table 1.,contradiction
"Atomic coordinates, site occupancy factors (sof) and isotropic/equivalent displacement parameters (dp) are in Table 2.",contradiction
A table with the refined anisotropic displacement parameters is deposited.,contradiction
The high-pressure experiment was performed using an ETH-type diamond anvil cell (DAC) [39].,contradiction
"A T301 steel foil (thickness: 250?m) was used as a gasket, which was pre-indented to a thickness of 120?m and then drilled by spark-erosion in order to obtain a micro-hole (300?m in diameter) as P-chamber.",contradiction
"The gobbinsite crystal, along with a few ruby chips as P-calibrant [40], were put into the micro-hole.",contradiction
A mixture of methanol:ethanol=4:1 was used as hydrostatic P-transmitting medium [41].,contradiction
"Unit-cell parameters were measured by in situ HP SC-XRD between 0.0001 (crystal in the DAC with no pressure medium) and 4.3(1)GPa (Tables 3 and 4 ), using a list of 36 Bragg peaks centered with a KUMA KM4 point-detector diffractometer, operating at 50kV and 40mA, with Mo-K? radiation (graphite monochromator).",contradiction
"Seven intensity data collections were performed at 0.0001, 0.8(1), 1.5(1), 2.5(1), 3.0(1), 3.7(1) and 4.3(1)GPa using an Xcalibur diffractometer at the same operating conditions as those used with the crystal in air, adopting a ?/? scan strategy, 0.5ø as step size and 60s as exposure time.",contradiction
All the datasets showed reflections conditions consistent with the Pmnb space group (Table 1).,contradiction
The intensity data were integrated and corrected for Lp and for absorption effects (due to the DAC) using the ABSORB software [42].,contradiction
"Structure refinements were then performed with the SHELX-97 program [37], starting from the atomic coordinates previously obtained at room-P.",contradiction
"In order to reduce the number of refined parameters, all the sof?s were constrained to the values refined with the crystal in air (except at P ? P 2 for the sof of W2 and W3, see Section 3.4) and the dp were constrained to be isotropic.",contradiction
"All the refinements converged with no significant correlation between the refined parameters, and residual peaks always lower than ñ1.2 e? /A?3.",contradiction
"Further details on the data collection strategy and structure refinements are in Table 1; atomic coordinates, sof and dp are listed in Table 2.",contradiction
"In order to improve the number and the quality of the experimental data in the P-range between room-P and 1GPa, a second in situ HP SC-XRD experiment was performed at the University of Padova using a STOE STADI IV point-detector diffractometer with a full ? circle and operating at 50kV and 40mA with a Mo-K? radiation.",contradiction
"The diffractometer was controlled by the SINGLE program [43], which allowed the centering of each reflection in eight equivalent positions [44].",contradiction
"A second crystal (170ž150ž90?m3) from the same sample described by Gatta et al. [6] was used for the HP experiment, using the same DAC, gasket type and P-medium used in Milano.",contradiction
"In this case, quartz was used as internal P-calibrant [45].",contradiction
"Lattice parameters measured between 0.0001 and 0.984(5)GPa, are reported in Table 3.",contradiction
"The NA site has a distorted anti-prismatic coordination (C.N.=6), with three framework oxygen on a side and three H2O oxygen on the other side.",contradiction
"The CA site has a complex coordination shell, represented at room-P by 5 framework oxygen and two H2O sites (i.e. W3(A,B)) (Fig. 4; Table 5).",contradiction
"Due to the partial site occupancy of NA, CA and H2O sites, different polyhedral configurations are possible (Fig. 4; Table 5).",contradiction
"The structure refinements at P ? P 2 (i.e. ?1.5GPa) show the convergence of W3A and W3B sites to one site, ?W3? (Fig. 4; Table 2).",contradiction
"Its site occupancy was refined along with that of W2 constraining: sof (W2+W3A+W3B)= sof (W2+W3) (Table 2), showing a partitioning of H2O between both W2 and W3 (Table 2).",contradiction
"Concerning the NA-polyhedron, only the NA?O2 and NA?O3 bond lengths decrease with P, showing an apparent saturation effect at P ?3.0GPa, whereas NA?O1 and the NA?W?s bond lengths do not show significant changes (Fig. 6 and Table 5).",contradiction
"About the CA coordination shell, the CA?O1, CA?O2 and CA?O3 bond lengths decrease with P with a saturation effect at P ?3.0GPa (Table 5).",contradiction
"The nearest W3B (W3 at P ?1.5GPa) likely has a too short bond length and might be mutually exclusive with CA, unless the CA site is locally occupied by a H2O molecule with which W3B (or W3) could establish a hydrogen bond (Table 5).",contradiction
The structure refinement based on the intensity data collected at room conditions (with the crystal in air) confirmed the general structure model previously reported by Gatta et al. [6] and Gatta and Lotti [35].,contradiction
"The TO4 tetrahedra show a disordered Si/Al-distribution, as reflected by the T?O bond lengths (Table 5 ).",contradiction
"The extraframework population is given by a site partially occupied by Na (i.e. NA, sof 58.9(6)%) in a general 8d Wyckoff position, mutually exclusive with a site partially occupied by Ca (i.e. CA, sof 17.4(4)%) in a general position, and five sites partially occupied by H2O in 4c special positions.",contradiction
"W1A-W1B and W3A-W3B sites are mutually exclusive, and W2 shows a sof of 62(2)% (Fig. 4; Table 2).",contradiction
"Gobbinsite did not experience a full amorphization within the P-range investigated (0.0001?4.3GPa), even though a general decrease of the intensity of the Bragg peaks was observed, as reflected by the decrease of the number of ?observed reflections? (F o ?4?(F o)) in Table 1.",contradiction
In Fig. 5 is shown the evolution of the normalized unit-cell volume vs. P.,contradiction
The experimental data obtained in Milano and in Padova show a good agreement.,contradiction
"Two changes of the compressional behavior occur at 1.1?1.3GPa and at 2.8?3.2GPa (Fig. 5), respectively.",contradiction
"In the first P-range (i.e. 0.0001?1.1GPa) a Birch-Murnaghan isothermal equation of state fit (BM-EoS) [44,46], truncated to the second order (II-BM EoS), yields the following refined parameters: V 0 =998(4)A?3 and KV 0 =46.3(9)GPa.",contradiction
"II-BM EoS were also used to fit the experimental data within the second (i.e. 1.3?2.7GPa) and the third ranges (i.e. 3.2?4.3GPa), giving the following refined parameters: V 0 =996(9)A?3 and KV 0 =52(8)GPa, and V 0 =1031(26)A?3 and KV 0 =28(6)GPa, respectively.",contradiction
"The unit-cell parameters decrease within the three aforementioned P-ranges (Fig. 5): ?0.6%, ?0.7%, ?0.8% (overall: ?2.4%) for ?a; ?1.2%, ?1.0%, ?1.2% (overall: ?4.0%) for ?b; ?0.5%, ?0.8%, ?0.5% (overall: ?1.9%) for ?c; ?2.3%, ?2.5%, ?2.5% (overall: ?8.1%) for ?V.",contradiction
Unit-cell parameters measured after decompression showed that the P-response of gobbinsite is reversible.,contradiction
"The P-induced framework deformation can be mainly described in terms of cooperative rotations of the (Si,Al) tetrahedra acting as ?rigid units?, as shown by the almost constant values of the mean <T?O>bond lengths.",contradiction
Only a slight decrease of <T2?O>with pressure can be observed (Table 5).,contradiction
"The closure of the inter-tetrahedral angle T1?O2?T2 with P occurs (Fig. 6 and Table 5), whereas the T1?O3?T2 angle appears to be constant up to 2.5GPa and then decreases at higher P (Fig. 6 and Table 5).",contradiction
"Both the O3?O3 and O4?O5 ?diameters? of the 8mR [010] (Fig. 2) show a nearly constant value at P 0 and P 1, followed by a decrease at higher P (Table 6 ).",contradiction
A shortening of the O3?O3 ?diameter? of the 4mR [010] with P occurs (Fig. 2 and Table 6).,contradiction
The ellipticity ratio of the channel running along the b-axis [here defined as (O3?O3/O4?O5)] slightly increases with P (Table 6).,contradiction
"The 8mR [100] undergoes an increase of ellipticity [here described as (O3?O3)Short/(O3?O3)Long, Fig. 3)] with P along with a general distortion (Fig. 6 and Table 6), as reflected by the shortening of the O3?O3Short, [O2?O2]8mR and O2?O3 and the stretching of the O3?O3Long diameters (Fig. 3; Table 6).",contradiction
"Conversely, the O1?O1 diameter does not change with P (Fig. 3; Table 6).",contradiction
"Besides the channel deformation, the flattening of the 4mR [100] due to the shortening of O1?O1 and the elongation of [O2?O2]4mR, occurs (Fig. 3; Table 6).",contradiction
"The [O2?O2]4mR diameter undergoes a rotation about the a-axis, described by the stagger along the c-axis between the two O2 vertices (Fig. 3) [i.e. ?z(O2)= z(O2)?z(O2)* c], which linearly increases up to 3.0(1) GPa, where a saturation occurs (Fig. 6 and Table 6).",contradiction
"The 4mR [001] undergoes a significant flattening between 2.5 and 3.0GPa, where a shortening of O4?O5 occurs (Fig. 1, Table 6).",contradiction
"An increase of the variance of the intra-tetrahedral O?T?O angles {i.e. ?2(O?T?O)=1/6*?[(O?T?O)?<O?T?O>]2} is observed with P for both T1 and T2 (Table 5), in particular at P ?3.0GPa.",contradiction
"Between 0.7 and 1.5GPa, W3A and W3B converge to one unique site, W3, and the H2O partitioning between W2 and W3 occurs (Table 2).",contradiction
"This likely occurs to accommodate the framework deformation (as at least one framework oxygen ? O4 ? approaches W3A, Table 5).",contradiction
"The change of the H2O sites configuration influences mainly the 8mR [010]-channel, where the shortening of the diameters O3?O3 and O4?O5 occurs (Fig. 2 and Table 6).",contradiction
The H2O re-organization here described likely governs the change of compressional behavior observed at P> 1.1?1.3GPa.,contradiction
"Moreover, a decrease of the intensity of many Bragg reflections was observed at P ?1.3GPa.",contradiction
"This suggests, along with the reduction of the number of ?observed reflections? and a general increase of the FWHM with P, that a lack of the long-range order of the crystal structure occurs, likely induced by the extraframework population.",contradiction
"This is not surprising if we consider the number, the nature and the partial occupancy of the extraframework sites, which lead a significantly high number of potential combinations of the coordination shells.",contradiction
"A P-induced ordering of the H2O sites was described at 1.6?1.9GPa in a ?overhydrated? gismondine compressed in a penetrating P-transmitting medium (i.e. methanol+ethanol+water) [29], whereas a disordering of the H2O population was described at 1.6GPa in the P-induced ?overhydrated? K-(Ga,Si)-GIS synthetic compound [33].",contradiction
"Both the aforementioned experiments [29,33] suggest the relevant role played by the extraframework population in the high-P structure evolution of GIS-type materials.",contradiction
"At 2.7?3.2GPa, a second change of the compressional behavior, with a significant increase of compressibility, occurs.",contradiction
"This change appears to reflect the onset of new framework deformational modes: the closure of the T1?O3?T2 inter-tetrahedral angle (Fig. 6; Table 5) leads to the strong flattening of the 4mR [001] along the O4?O5 direction, which accommodates a shortening along [010] (Fig. 1; Table 6).",contradiction
"The increase of the O?T?O intra-tetrahedral angles variance for both T1 and T2 at higher pressure and the slight decrease of the mean <T2?O> bond length (Table 5) suggest the onset (or a raising relevance) of the tetrahedral deformation, which can concur to the increase of compressibility.",contradiction
"The second change of the elastic behavior could be also triggered by the coordination environment of the extraframework cations: the saturation of the NA?O2 and NA?O3 bond length trend (Fig. 6; Table 5) and of CA?O1, CA?O2 and CA?O3 trends with P (Table 5) suggest a change of the configuration of the extraframework polyhedra at P >3GPa.",contradiction
"A change of the elastic behavior shown by gismondine compressed in silicon oil in the P-range 2.2?3.5GPa [28] was interpreted as due to the approaching of framework oxygen atoms to the extraframework Ca cations, with an increase of their coordination number.",contradiction
"The main P-induced deformation of the 8mR [100] -channel occurs through a significant increase of ellipticity (Figs. 3 and 6 and Table 6), which controls the compressibility along [010] and its changes with P.",contradiction
"With an oxygen radius of 1.35A? [18], the ?free diameters? (O2?O3*O3?O3Long) of the 8mR [100] -channel vary from (2.48*5.58)A? at P 0 to (1.85*5.87)A? at P 6.",contradiction
"The same deformation mechanisms were described by Gatta and Lotti [35] at low temperature (293?100K), but with a lower magnitude.",contradiction
The shortening along [001] is mainly accommodated by the 4mR [100] shrinking along O1?O1 (Fig. 3 and Table 6).,contradiction
"The channel [010] shows almost constant free diameters (O3?O3*O4?O5) in the first range of pressure (i.e. up to 1.1GPa) and then slightly shrinks towards a circular shape, the effective pore width [18] changing from (3.60*4.10)A? at P 0 to (3.51*3.84)A? at P 6.",contradiction
"In the first P-range (i.e. 0.0001?1.1GPa), the shortening along [100] is completely accommodated by the 4mR [010], whereas at higher pressure the strain is accommodated by both 4mR and 8mR along the O3?O3 diameters (Fig. 2; Table 6).",contradiction
"The chemical formula of gobbinsite calculated on the basis of the structure refinement is Na4.72Ca1.40(Al,Si)16O32ú10.46H2O, which has a slightly lower amount of Na and a higher and lower amounts of Ca and H2O, respectively, compared to the chemical formula obtained by WDS-electron microprobe and elemental CHN analyses [6].",contradiction
"However, the extraframework electron number deduced on the basis of the structure refinement and that from the chemical analysis reported by Gatta et al. [6] are very similar, being 163.6e ? and 160.9e ?, respectively, suggesting a partial occupancy of the CA site by H2O.",contradiction
"If we assume the amount of Ca obtained by the chemical analysis, we obtain a recalculated sof of the CA site of 1.2e ?.",contradiction
"As the refinement converged to 3.5e ? (i.e. 17.5% Ca-occupied) (Table 2), we can consider that 2.3e ? are likely due to H2O oxygen, corresponding to a sof ? 28.7% and suggesting that the CA site might be mainly occupied by H2O.",contradiction
"Refined bond distances between CA and W3(A,B) suggest the presence of hydrogen bonding between these H2O molecules (Table 5).",contradiction
"Hydrogen bonds likely occur also between W3?s and W2, W1?s and W2 and between some of the W sites and the framework oxygen atoms (Table 5), so that a potential three-dimensional network of H-bonded molecules can be postulated.",contradiction
"In addition, the short W2-W3A refined distance (Table 5) suggests a mutual exclusivity for these sites.",contradiction
"Although no amorphization was observed up to 4.3GPa, a progressive decrease with P of the intensity of reflections along with an increase of their full-width-at-half-maximum (FWHM), leading to a slight scattering of the unit-cell parameters trend at P ?4.0GPa (Fig. 5, Tables 3 and 4), suggest a lack of the long-range order in response to the applied pressure.",contradiction
"However, the unit-cell parameters measured at 0.0001GPa after decompression show a complete reversibility of the P-induced strain.",contradiction
Gobbinsite shows an anisotropic elastic behavior.,contradiction
"The lower axial compressibility is along the c-axis, which is the direction along which the two sets of intersecting chains are stacked.",contradiction
"The strain is mainly accommodated in the plane (001) through the distortion of the chains which enhance their ?zig?zag? shape (Fig. 1), making the structure more compressible along [100] and [010] than along [001].",contradiction
"The description of the elastic behavior of gobbinsite is quite complex, with two distinct compressional changes within the P-range here investigated and a variation of the isothermal bulk modulus (i.e. 0.0001?1.1GPa: KV 0 =46.3(9)GPa; 1.3?2.7GPa: KV 0 =52(8)GPa; 3.2?4.3GPa: KV 0 =28(6)GPa).",entailment
The increase of compressibility at high-P was already observed in other microporous materials which experience a P-induced displacive phase-transition [e.g. [47?50]].,contradiction
"A comparison with the elastic behavior of the GIS framework-type materials shows that gobbinsite is significantly more compressible than gismondine [28,29] (KV 0 =63.8(2)GPa in silicon oil) and less compressible than K-(Al,Ge)-GIS synthetic analogue (KV 0 =31(1)GPa) [34] and K-(Ga,Si)-GIS (KV 0 =69(1)GPa at P <1GPa, 41(2)GPa at P >1GPa) [33].",contradiction
"It is interesting to point out that the crystallographic direction perpendicular to the sets of channels, which is the less compressible in gobbinsite and gismondine [28,29], it is, conversely, the most compressible in the K-gallosilicate and aluminogermanate analogues [33,34].",contradiction
The nature of framework and extraframework content appears to play a significant role on the elastic behavior of the GIS-type materials.,contradiction
The elastic behavior and the structure deformation of gobbinsite at high pressure confirm the significant ?flexibility? of the GIS framework-type.,contradiction
"The unit-cell volume compression is anisotropic, being mainly accommodated on the (001) plane where the two sets of 8mR-channels lie.",contradiction
"In other words, the 8mR-channels govern the anisotropic compressibility of this zeolite.",contradiction
"A similar behavior is observed also in gismondine (in gismondine the channels lie on (010) as a different metrics is used [28,29]).",contradiction
"In gobbinsite, two compressional changes occur: (1) the first at P >1.1?1.3GPa, probably due to a re-organization of the H2O molecules, (2) the second at P >2.7?3.2GPa, driven by the onset of new framework deformational modes, by a distortion of the tetrahedra, and by a saturation of the compressional trend of the extraframework polyhedra.",contradiction
"The channel parallel to [100] experiences a strong increase of ellipticity in response to the applied pressure, whereas the channel parallel to [010] undergoes a shrinking towards a circular shape at P ?1.3GPa.",contradiction
"Among the remarkable family of perovskite oxides, lanthanum nickelate LaNiO3 is a rare example characterized by paramagnetic metallic behavior down to the lowest temperatures and being structurally compatible with many active functional layers [1,2].",contradiction
"For a long time, the technological interest in this material has been limited to the development of highly conductive bottom electrodes for various ferroelectric thin-film devices [3?5].",contradiction
"But recently, the enthusiasm was renewed by experimental recognition of electric-field tunable metal-to-insulator transition and theoretical findings that superlattices composed of thin LaNiO3 layers separated by wide-gap insulators could possibly exhibit high-temperature superconductivity [6,7].",contradiction
"Of course, the fact that the hunt for novel superconducting materials is at the vanguard of condensed matter physics research sheds a new light on the outlook of LaNiO3, but on the other hand, it does not automatically mean that the bulk properties of this oxide are already fully explored.",contradiction
"For example, although one can find a variety of theoretical studies [2,8?11] based on conventional density functional theory (DFT) and beyond-DFT techniques in which the electronic structure of LaNiO3 is extensively investigated and compared to the experimental data, in the literature scarcely any first principles calculations on the elastic properties of LaNiO3 have been reported so far.",contradiction
"The situation is not much better with the experiment, especially regarding the single-crystal measurements.",contradiction
"Having in mind that the list of potential applications of LaNiO3-based superlattices continues to grow [12?14], it becomes obvious that the deep knowledge of elastic features could be useful for fundamental as well as technological reasons, allowing one to evaluate the critical thicknesses of individual superlattice layers and thereby avoid the formation of unwanted defects, like misfit dislocations, during the growth process.",contradiction
"The main goal of our work is to evaluate single-crystal elastic constants, polycrystalline moduli, and other mechanical properties of LaNiO3 using first principles calculations.",contradiction
"In order to select the most appropriate DFT-based approaches for it, at first we focus attention on the geometrical parameters of rhombohedrally distorted phase (space group R3 ?c, No.",contradiction
167) which is observed in a wide range of temperatures.,contradiction
"Then, we extend our study to the high-temperature cubic phase (Pm3 ?m, No.",contradiction
"221) [15] together with monoclinic (C2/c, No.",contradiction
15) [16] structure that is available under tensile or compressive strains induced by various substrates.,contradiction
The comparison of electronic density of states allows us to choose the final set of functionals which is employed for the calculations of elastic parameters.,contradiction
"We hope that the obtained data will be helpful for many practical applications related to the mechanical behavior of bulk LaNiO3, thin films, and superlattices.",contradiction
All the calculations reported in this paper were performed with the CRYSTAL14 program [17] which expands the crystalline orbitals as linear combinations of atom-centered Gaussian-type functions.,contradiction
"A small-core Hay?Wadt pseudopotential [18] was used for describing the core electrons (1s22s22p63s23p63d104s24p64d10) of La atom, while the valence part (5s25p65d16s2) of this basis set was adopted from LaMnO3 study [19].",contradiction
"Concerning the description of Ni and O atoms, the all-electron triple-zeta plus polarization quality basis sets, specifically derived for periodic solid-state treatment, were taken from the work of Peintinger et al. [20].",contradiction
"For the sake of simplicity, we have modelled the paramagnetic behavior of LaNiO3 by non-magnetic calculations.",contradiction
"The default values of parameters that define the convergence threshold on total energy and truncation criteria for bielectronic integrals were set to more severe ones: (8) and (8 8 8 8 16), respectively.",contradiction
"In addition, while performing full geometry optimization the allowed root-mean-square values of energy gradients and nuclear displacements were correspondingly tightened to 0.00006 and 0.00012a.u. In order to improve the self-consistence field convergence, the Kohn?Sham matrix mixing technique (at 80%) together with Anderson?s method [21] were applied.",contradiction
"The shrinking factor of 32, 16, and 8 was used for reciprocal space sampling, resulting in 969, 417, and 150 independent k points in the first irreducible Brillouin zone for cubic, rhombohedral, and monoclinic phases of LaNiO3, respectively.",contradiction
"All the other important settings for calculations were left at their default values, which in turn can be found in CRYSTAL14 user?s manual [22].",contradiction
"A variety of DFT approaches was tested in order to find out which of them exhibit the closest resemblance to the low-temperature experimental data on crystalline structure: starting from standard local density (LDA [23,24]) and generalized gradient (PBE [25]) approximations up to revised functionals for solids (PBEsol [26], SOGGA [27], and WC [28]) and hybrids (mB1WC, PBE0 [29], and HSE06 [30]).",contradiction
Note that mB1WC stands for modified B1WC approach [31] since instead of PW functional [32] we have employed the correlation part from PBE framework.,contradiction
"The revised functionals, SOGGA and WC, were also combined with PBE correlation.",contradiction
"A fully automated procedure ELASTCON [33,34] developed for calculating single-crystal elastic constants Cij has been applied for all three phases of LaNiO3.",contradiction
"For each independent strain, two deformed structures with the magnitude of the strain reaching ?0.01 and 0.01 were considered.",contradiction
The internal atomic positions were allowed to relax with the deformed cell shape and volume remaining fixed.,contradiction
"Polycrystalline elastic properties, starting from the bulk and shear moduli, were derived from the computed single-crystal elastic constants Cij using the Voigt [35] and Reuss [36] approximations.",contradiction
"The mean values of these parameters calculated via the averaging method proposed by Hill [37] have been utilized to evaluate Young?s modulus, Poisson?s ratio, sound velocities, and Debye temperature according to well-known expressions that can be found elsewhere [38,39].",contradiction
"For comparison purposes, the bulk modulus, denoted as BBM, has been obtained by fitting the total energy as a function of volume to the third-order Birch-Murnaghan (BM) equation of state [40].",contradiction
"The fitting was done at 11 points within the range of 92?108% variation of the initial volume by another automated procedure, named EOS, which is also implemented in the CRYSTAL14 code.",contradiction
Single-crystal elastic constants Cij of LaNiO3 calculated by applying revised functionals are presented in Table 2 .,contradiction
"Unfortunately, no experimental or theoretical data are currently available to deal with, therefore we can only make a comparison between our own results.",contradiction
"From Table 2 it is seen that PBEsol, SOGGA, and WC perform quite similarly, with SOGGA on average giving slightly higher values than PBEsol and WC.",contradiction
This indicates that the obtained results are reliable and could be useful for various practical applications.,contradiction
"Concerning the elastic properties of LaNiO3, one can note that rhombohedral phase is more resistive against uniaxial deformation along the z direction, while monoclinic phase is harder to deform along the x axis.",contradiction
The average value of all three functionals for C33Rhomb.,contradiction
and C11Mon.,contradiction
reaches ?344GPa.,contradiction
The resistance against uniaxial compression or tension along the y direction is found to be practically the same for both structures.,contradiction
"Although cubic phase exhibits the highest incompressibility of all under the uniaxial strains with C11Cub.=C22Cub.=C33Cub.?409 GPa, its resistance against shear deformations is reduced to C44Cub.=C55Cub.=C66Cub.?104 GPa.",contradiction
A similar value is demonstrated by rhombohedral structure for shear deformations around the x and y axes C44Rhomb.=C55Rhomb.?100GPa and by monoclinic phase for shear deformation around the z axis C66Mon.?106GPa.,contradiction
"But despite that, the latter is much easier to deform around the x axis with C44Mon.?46 GPa, whereas the former ? around the z axis with C66Rhomb.?52 GPa.",contradiction
"Some of the elastic constants, such as C15Mon.",contradiction
"or C35Mon., are negative and this may imply that monoclinic phase of LaNiO3 could be mechanically unstable.",contradiction
"However, this is not the case, since the stability restrictions on Cij, following from the requirement that the strain energy must always be positive for all applied strains, are fully satisfied.",contradiction
"It indicates that cubic, rhombohedral, and monoclinic structures of LaNiO3 are mechanically stable at zero temperature and zero pressure conditions.",contradiction
"The appropriate stability criteria on Cij for different phases of material can be found elsewhere [44,45].",contradiction
The knowledge of single-crystal elastic constants Cij allows one to evaluate mechanical and other important properties of polycrystals.,contradiction
The list of the parameters which describe the polycrystalline behavior of LaNiO3 is given in Table 3 .,contradiction
"For the sake of convenience, Table 3 presents values of bulk and shear moduli obtained by applying not only the averaging method recommended by Hill (B,G), but also the initial isostrain and isostress approximations correspondingly suggested by Voigt (BV,GV) and Reuss (BR,GR).",contradiction
It is worth to note a very good agreement between the bulk modulus B and the one evaluated from the BM equation of state BBM indicating a high numerical accuracy of our calculations.,contradiction
"Regarding the available experimental data, a value of BExpt.Rhomb.?188 GPa from the room-temperature measurements [46] nicely corresponds to BRhomb.?200 GPa, especially if one would take into consideration thermal effects which tend to reduce the elastic moduli.",contradiction
A comparison between the different phases of LaNiO3 in Table 3 reveals that all three structures exhibit a similar level of compressibility because the difference in their bulk moduli B does not exceed ?8%.,contradiction
"However, the cubic structure is more resistive to shear and uniaxial deformations: GCub.?119 GPa against GRhomb.?73 GPa and GMon.?74 GPa, and ECub.?301 GPa against ERhomb.?194 GPa and EMon.?197 GPa.",contradiction
This fact is also reflected in the lower value of Poisson?s ratio and higher values of sound velocities and Debye temperature compared to the rhombohedral and monoclinic phases.,contradiction
"The available experimental data for Debye temperature ?DExpt.=420 K [47] indicate a fairly good agreement with calculations ?DRhomb.?472 K, since the deviation from experiment does not exceed ?13%.",contradiction
"Further analysis of elastic parameters shows that the Vickers hardness for cubic LaNiO3 is more than two times larger in comparison to the rhombohedral and monoclinic LaNiO3: HVCub.?13.7 GPa against HVRhomb.?6.1 GPa and HVMon.?6.2 GPa, respectively.",contradiction
"This well-known mechanical property, defined as the ability of a material to resist against being dented or scratched by another, was obtained according to the expression HV=0.92(G/B)1.137G0.708 recently proposed by Tian et al. [48].",contradiction
"Interestingly, the apparent distinction in hardness does not change the ductile nature of cubic, rhombohedral, and monoclinic LaNiO3, although the latter two structures demonstrate a more pronounced ductility with corresponding B/G ratios of ?2.75 and ?2.71 compared to ?1.82 of the cubic phase.",contradiction
"The most common critical value that separates ductile and brittle character was introduced by Pugh [49]: if B/G>1.75, the material behaves in a ductile manner, otherwise, its behavior should be related with brittleness.",contradiction
"Elastic anisotropy can have considerable effects on durability of the material through the formation of microcracks, therefore this parameter plays an important practical role not less than the others.",contradiction
"The percentage anisotropy in compressibility and shear for polycrystals, originally suggested by Chung and Buessem [50], is defined as AB=100(BV-BR)/(BV+BR) and AG=100(GV-GR)/(GV+GR), respectively.",contradiction
"Here, a value of zero represents elastic isotropy, while a value of 100% identifies the largest possible anisotropy.",contradiction
"From Table 3 it is seen that rhombohedral and monoclinic phases of LaNiO3 exhibit a similarly weak anisotropy in compressibility with ABRhomb.?0.46% and ABMon.?0.5%, but their anisotropy in shear appears to be more pronounced, as the numbers accordingly increase up to AGRhomb.?7.14% and AGMon.?6.43%.",contradiction
"In the meantime, the perfect isotropy in compressibility for the cubic phase accompanied by its relatively weak anisotropy in shear AGCub.?1.26% speaks for the highest degree of elastic isotropy among the considered structures of LaNiO3.",contradiction
"And indeed, the following finding is confirmed by the universal anisotropy index AU=5(GV/GR)-(BV/BR)-6 [51], the values of which can also be found in Table 3.",contradiction
"By taking into account both the bulk and the shear contributions, AU represents a universal measure to quantify the single-crystal elastic anisotropy.",contradiction
"For an isotropic crystal, AU=0 and deviations from zero determine the extent of elastic anisotropy.",contradiction
"Gladly, the comparison of calculated values ACub.U?0.13,ARhomb.U?0.78, and AMon.U?0.7 shows a full compatibility with our previous observations drawn from AB and AG.",contradiction
"In general, one can notice that polycrystalline parameters derived for rhombohedral and monoclinic phases of LaNiO3 bear a very close resemblance to each other, since in most cases the discrepancy does not exceed ?10%.",contradiction
"On one hand, it implies that transformation of rhombohedral LaNiO3 into monoclinically distorted structure induced by compressive or tensile strains does not have a strong influence on its mechanical behavior.",contradiction
"But on the other hand, one should take into consideration that here we are dealing with a fully relaxed monoclinic system which is slightly different from non-relaxed ones experimentally identified on SrTiO3 and LaAlO3 substrates [16].",contradiction
"This difference is more strongly pronounced compared to rhombohedral geometry, as MARE of lattice constants, monoclinic angle, and volume for, e.g., PBEsol functional, reaches 0.83% under compressive and 2.04% under tensile strains, while analogous MARE in rhombohedral case does not exceed 0.21%.",contradiction
"However, we believe that our elastic parameters pretty reliably describe monoclinic LaNiO3 as long as the thickness of the film is sufficiently large to prevent from the occurrence of metal-to-insulator transition.",contradiction
Experimental investigation of electrical resistivity [52] and electronic structure [53] has revealed that films that are thick enough (10nm or somewhat less depending on the substrate) show clearly pronounced metallic behavior that is typical for bulk LaNiO3 and can be properly represented at DFT level.,contradiction
"But for the ultrathin LaNiO3 films composed of only several monolayers, a metal-to-insulator transition is observed and a standard DFT scheme fails to reproduce it [53].",contradiction
"Thus, in order to accurately describe the elastic properties of ultrathin LaNiO3 structures, one should apply more sophisticated theoretical methods.",contradiction
"In other cases, our given data seem to be sufficient.",contradiction
